Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"VARMA, A; PALSSON, BO",Metabolic Capabilities Of Escherichia-Coli .1. Synthesis Of Biosynthetic Precursors And Cofactors,Journal Of Theoretical Biology,1993,21322280,Flux Phenotype,,Basic Science,,Escherichia coli,"University of Michigan, Ann Arbor, Michigan",,Determine optimal yield of precursors and cofactors,,109
"VARMA, A; PALSSON, BO",Stoichiometric Flux Balance Models Quantitatively Predict Growth And Metabolic By-Product Secretion In Wild-Type Escherichia-Coli W3110,Applied And Environmental Microbiology,1994,7986045,Flux Phenotype,,"Met Eng, Basic Science","Legacy data, Prospective experimental validation",Escherichia coli,"University of Michigan, Ann Arbor, Michigan",x,"Original dFBA, first paper to generate its own data to confirm predictions, quantitatively predict growth and metabolite secretion (acetate), acetate production and reutilization",,326
"VARMA, A; PALSSON, BO",Predictions For Oxygen-Supply Control To Enhance Population Stability Of Engineered Production Strains,Biotechnology And Bioengineering,1994,18615690,ExpDes,,Met Eng,,Escherichia coli,"University of Michigan, Ann Arbor, Michigan",x,Estimate culture stability and show that oxygenation conditions can vastly improve cell stability to produce metabolitse,,15
"VANGULIK, WM; HEIJNEN, JJ",A Metabolic Network Stoichiometry Analysis Of Microbial-Growth And Product Formation,Biotechnology And Bioengineering,1995,18623538,Flux Phenotype,,Met Eng,Legacy data,Saccharomyces cerevisiae,"Delft University of Technology, Delft, Netherlands",,"Using ATP maintenance and P/O ratio as constraints, can calculate biomass yield",,114
"VARMA, A; PALSSON, BO",Parametric Sensitivity Of Stoichiometric Flux Balance Models Applied To Wild-Type Escherichia-Coli Metabolism,Biotechnology And Bioengineering,1995,18623053,ExpDes,,Basic Science,,Escherichia coli,"University of Michigan, Ann Arbor, Michigan",,Determine sensitivity of parameters needed to properly constrain FBA models,A1995TF74900016,37
"Liao, JC; Hou, SY; Chao, YP","Pathway Analysis, Engineering, And Physiological Considerations For Redirecting Central Metabolism",Biotechnology And Bioengineering,1996,18629859,"KO (Targeted), ExpDes, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Texas A&M University, College Station, Texas",x,"First use of ExPa type pathways for pathway engineering, experimentally remove genes to reach theoretical yield",,123
"See, SM; Dean, JP; Dervakos, G",On The Topological Features Of Optimal Metabolic Pathway Regimes,Applied Biochemistry And Biotechnology,1996,8933718,Flux Phenotype,,Met Eng,,Escherichia coli,"University of Manchester Institute of Science and Technology, Manchester, UK",,Determine yields of amino acids on 4 carbon sources; yield decreases linearly with growth rate if biomass composition is constant; glucose and glycerol most efficient inputs,A1996VH41300014,7
"Pramanik, J; Keasling, JD",Stoichiometric Model Of Escherichia Coli Metabolism: Incorporation Of Growth-Rate Dependent Biomass Composition And Mechanistic Energy Requirements,Biotechnology And Bioengineering,1997,18642243,Flux Phenotype,,Basic Science,Legacy data,Escherichia coli,"University of California, Berkeley, California",x,Growth rate dependent biomass composition; flux predictions on growth on acetate and acetate/glucose,A1996VT40100006,155
"Lee, J; Goel, A; Ataai, MM; Domach, MM",Supply-Side Analysis Of Growth Of Bacillus Subtilis On Glucose-Citrate Medium: Feasible Network Alternatives And Yield Optimality,Applied And Environmental Microbiology,1997,16535622,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation","Multiple (Bacillus subtilis, Escherichia coli)","Carnegie Mellon University, Pittsburgh, Pennsylvania",,Determine optimal yields on glucose-citrate for carbon and ATP; growth on glucose-citrate in chemostat is essentially optimal,A1997YC15800006,19
"Sauer, U; Cameron, DC; Bailey, JE","Metabolic Capacity Of Bacillus Subtilis For The Production Of Purine Nucleosides, Riboflavin, And Folic Acid",Biotechnology And Bioengineering,1998,10099333,Flux Phenotype,,Met Eng,,Bacillus subtilis,"ETH Zurich, Zurich, Switzerland",,Determine optimal yields of purine compounds; stoichiometric limitation typically when high bioenergetic efficiency,A1997WF49600053,66
"Pramanik, J; Keasling, JD",Effect Of Escherichia Coli Biomass Composition On Central Metabolic Fluxes Predicted By A Stoichiometric Model,Biotechnology And Bioengineering,1998,10099424,Flux Phenotype,,Basic Science,,Escherichia coli,"University of California, Berkeley, California",,Tested sensitivity of flux distributions to changing fatty acid and amino acid biomass composition,74117400010,54
"Takac, S; Calik, G; Mavituna, F; Dervakos, G",Metabolic Flux Distribution For The Optimized Production Of L-Glutamate,Enzyme And Microbial Technology,1998,,Flux Phenotype,,Met Eng,,Brevibacterium flavum,"University of Manchester Institute of Science and Technology, Manchester, UK",,Determined theoretical yields of glutamate production for different growth rates,75909300010,31
"Bonarius, HPJ; Timmerarends, B; de Gooijer, CD; Tramper, J",Metabolite-Balancing Techniques Vs. C-13 Tracer Experiments To Determine Metabolic Fluxes In Hybridoma Cells,Biotechnology And Bioengineering,1998,10191398,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",hybridoma,"Agricultural University, Wageningen, Netherlands",x,"Compare FBA to MFA, max ATP and max NADH are similar to experimentally determined fluxes; precursor to the obj function Sauer paper in MSB",75433600001,28
"Edwards, JS; Palsson, BO",Systems Properties Of The Haemophilus Influenzae Rd Metabolic Genotype,Journal Of Biological Chemistry,1999,10364169,"Flux Phenotype, Essentiality (Global)",,Inf Dis,,Haemophilus influenzae,"University of California San Diego, La Jolla, California",x,First genome scale model; first use of PhPP (6 optimal phases); single and double deletion,72158500020,419
"Dandekar, T; Schuster, S; Snel, B; Huynen, M; Bork, P",Pathway Alignment: Application To The Comparative Analysis Of Glycolytic Enzymes,Biochemical Journal,1999,10493919,"KO (Targeted), Pathway Analaysis",,"Inf Dis, Basic Science",,Multiple,"Max Delbruck Centre for Molecular Medicine, Berlin, Germany",,Use of EFMs to show blocking even central enzymes in glycoclysis might not be effective as antibiotic due to plasticity and variability of pathways,,141
"Pramanik, J; Trelstad, PL; Schuler, AJ; Jenkins, D; Keasling, JD",Development And Validation Of A Flux-Based Stoichiometric Model For Enhanced Biological Phosphorus Removal Metabolism,Water Research,1999,,Flux Phenotype,,Env,"Legacy data, Prospective experimental validation",Acinetobacter calcoaceticus,"University of California, Berkeley, California",,"Determine fluxes of bacteria that degrade biopolymers; how ATP, NADH, NADPH are produced and consumed",,31
"Calik, P; Ozdamar, TH",Mass Flux Balance-Based Model And Metabolic Pathway Engineering Analysis For Serine Alkaline Protease Synthesis By Bacillus Licheniformis,Enzyme And Microbial Technology,1999,,Flux Phenotype,,Met Eng,,Bacillus licheniformis,"Ankara University, Ankara, Turkey",,Determine flux rates for minimum serine alkaline protease synthesis in three periods during bioprocess; glycolysis was completely shut down during all periosd,77530300020,28
"Shi, HD; Nikawa, J; Shimizu, K",Effect Of Modifying Metabolic Network On Poly-3-Hydroxybutyrate Biosynthesis In Recombinant Escherichia Coli,Journal Of Bioscience And Bioengineering,1999,16232536,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Kyushu Institute of Technology, Fukuoka, Japan",,Determined theoretical energy and PHB yields before experimental analysis; saw availability of acetyl-coa and NADPH were necessary for optimal yield of PHB,80393800001,21
"Edwards, JS; Palsson, BO",Robustness Analysis Of The Escherichia Coli Metabolic Network,Biotechnology Progress,2000,11101318,Flux Phenotype,,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,First use of robustness analysis of essential reactions to growth rate; E. coli system is very robust to suboptimal metabolic fluxes,,419
"Edwards, JS; Palsson, BO","The Escherichia Coli Mg1655 In Silico Metabolic Genotype: Its Definition, Characteristics, And Capabilities",Proceedings Of The National Academy Of Sciences Of The United States Of America,2000,10805808,"Flux Phenotype, Essentiality (Global)",,Basic Science,Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",x,"iJE, Essentiality analysis (86% correct)",,419
"Edwards, Jeremy S.; Palsson, Bernhard O.",Metabolic Flux Balance Analysis And The In Silico Analysis Of Escherichia Coli K-12 Gene Deletions,Bmc Bioinformatics,2000,11001586,"Flux Phenotype, Essentiality (Global)",,Basic Science,Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",,"PhPP, essentiality analysis, yield of biosynthetic precursors",,133
"Schilling, CH; Palsson, BO",Assessment Of The Metabolic Capabilities Of Haemophilus Influenzae Rd Through A Genome-Scale Pathway Analysis,Journal Of Theoretical Biology,2000,10716908,"Essentiality (Global), TRN/PPI/ Genetic Int, ExpDes, Pathway Analaysis",,"Inf Dis, Basic Science",,Haemophilus influenzae,"University of California San Diego, La Jolla, California",x,"First calculated ExPas for genome-scale model (by subsystem); used to curate sequence annotation, predict gene products to be co-regulated/expressed, minimal substrate requirements, gene deletions",,124
"Calik, P; Akbay, A",Mass Flux Balance-Based Model And Metabolic Flux Analysis For Collagen Synthesis In The Fibrogenesis Process Of Human Liver,Medical Hypotheses,2000,11021318,Flux Phenotype,,Biomed,,Human [liver],"Ankara University, Ankara, Turkey",,Determined flux distributions  of fibrotic and healthy liver cells determined by max collagen and palmitate synthesis respectively; potential bottlenecks for production identified,,8
"Edwards, JS; Ibarra, RU; Palsson, BO",In Silico Predictions Of Escherichia Coli Metabolic Capabilities Are Consistent With Experimental Data,Nature Biotechnology,2001,11175725,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",,FBA optimality is quantitatively matched for E coli on aerobic acetate and aerobic succinate growth,88734200002,439
"Covert, MW; Schilling, CH; Palsson, B",Regulation Of Gene Expression In Flux Balance Models Of Metabolism,Journal Of Theoretical Biology,2001,11708855,"Flux Phenotype, TRN/PPI/ Genetic Int",Transcriptomics,Basic Science,,Toy model,"University of California San Diego, La Jolla, California",,Build rFBA model; use to study transcriptional regulation on cellular metabolism,,151
"Burgard, AP; Maranas, CD",Probing The Performance Limits Of The Escherichia Coli Metabolic Network Subject To Gene Additions Or Deletions,Biotechnology And Bioengineering,2001,11427938,"KO (Targeted), Synthetic Biology",,Met Eng,,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",,Gene KO and knock-in; E. coli production of amino acids can increase ~10% by 1 to 2 knockins; improvements are based on energy efficiency or carbon conversion,,84
"Ramakrishna, R; Edwards, JS; McCulloch, A; Palsson, BO",Flux-Balance Analysis Of Mitochondrial Energy Metabolism: Consequences Of Systemic Stoichiometric Constraints,American Journal Of Physiology-Regulatory Integrative And Comparative Physiology,2001,11171647,"Flux Phenotype, Essentiality (Global)",,"Biomed, Basic Science",Legacy data,Human,"University of California San Diego, La Jolla, California",,Determine max ATP from glc/lac/palmitate; simulated genetic defects/deletions,170437600002,67
"Burgard, AP; Vaidyaraman, S; Maranas, CD",Minimal Reaction Sets For Escherichia Coli Metabolism Under Different Growth Requirements And Uptake Environments,Biotechnology Progress,2001,11587566,"Other Phenotype, Pathway Analaysis",,Basic Science,,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",,Compute minimal reaction sets that can produce biomass,,58
"Dauner, M; Sauer, U",Stoichiometric Growth Model For Riboflavin-Producing Bacillus Subtilis,Biotechnology And Bioengineering,2001,11505383,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Bacillus subtilis,"ETH Zurich, Zurich, Switzerland",x,"Compared FBA to MFA and show that just growth rate is not enough for proper internal fluxes and yields, say max ATP/enzyme flux is best for batch culture; FBA results are highly skewed by incorrect macromolecular composition",171473300001,55
"Calik, P; Ozdamar, TH",Carbon Sources Affect Metabolic Capacities Of Bacillus Species For The Production Of Industrial Enzymes: Theoretical Analyses For Serine And Neutral Proteases And Alpha-Amylase,Biochemical Engineering Journal,2001,,"Flux Phenotype, ExpDes",,"Met Eng, Basic Science",,Bacillus subtilis,"Ankara University, Ankara, Turkey",,"Determine yields of serine alkaline protease, neutral protease, a-amylase on different carbon sources, predict selective substrate for media design",170754400006,26
"Phalakornkule, C; Lee, S; Zhu, T; Koepsel, R; Ataai, MM; Grossmann, IE; Domach, MM",A Milp-Based Flux Alternative Generation And Nmr Experimental Design Strategy For Metabolic Engineering,Metabolic Engineering,2001,11289789,"Flux Phenotype, ExpDes",Fluxomics,"Met Eng, Basic Science",,Escherichia coli,"Carnegie Mellon University, Pittsburgh, Pennsylvania",,"Alternate optimal solutions (MILP algorithm), links flux patterns to design C13 NMR experiments based on MS spectra differences",169201500008,23
"Tada, K; Kishimoto, M; Omasa, T; Katakura, Y; Suga, KI",Constrained Optimization Of L-Lysine Production Based On Metabolic Flux Using A Mathematical Programming Method,Journal Of Bioscience And Bioengineering,2001,16233002,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Osaka University, Osaka, Japan",,NLP flux simulation of L-lysine production,173709700006,4
"Segre, D; Vitkup, D; Church, GM",Analysis Of Optimality In Natural And Perturbed Metabolic Networks,Proceedings Of The National Academy Of Sciences Of The United States Of America,2002,12415116,"Flux Phenotype, KO (Targeted)",,Basic Science,Legacy data,Escherichia coli,"Harvard Medical School, Boston, Massachusetts",x,"MOMA paper, allows prediction of suboptimal phenotypes after KO",169412500003,402
"Stelling, J; Klamt, S; Bettenbrock, K; Schuster, S; Gilles, ED",Metabolic Network Structure Determines Key Aspects Of Functionality And Regulation,Nature,2002,12432396,"Systemscale Property, TRN/PPI/ Genetic Int, Pathway Analaysis",,Basic Science,Legacy data,Escherichia coli,"Max Planck Institute for Dynamics of Complex Technical Systems, Magdeburg, Germany",x,"Utilize ""network topology""/EFMs to show robustness of Ecoli on different substrates, co-regulation patterns",179224800090,358
"Ibarra, RU; Edwards, JS; Palsson, BO",Escherichia Coli K-12 Undergoes Adaptive Evolution To Achieve In Silico Predicted Optimal Growth,Nature,2002,12432395,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",x,Suboptimal E.coli evolves to predicted growth rate by FBA,179200900049,349
"Schilling, CH; Covert, MW; Famili, I; Church, GM; Edwards, JS; Palsson, BO",Genome-Scale Metabolic Model Of Helicobacter Pylori 26695,Journal Of Bacteriology,2002,12142428,"Essentiality (Global), ExpDes, Pathway Analaysis",,"Inf Dis, Basic Science",,Helicobacter pylori,"University of California San Diego, La Jolla, California",,"Reconstruction, general characterization, minimal media determination, KO study",,198
"Beard, DA; Liang, SC; Qian, H",Energy Balance For Analysis Of Complex Metabolic Networks,Biophysical Journal,2002,12080101,"KO (Targeted), Thermodynamics",,Basic Science,,Escherichia coli,"University of Washington, Seattle, Washington",x,Introduce EBA and use to predict reaction potentials and conductivities ; remove fluxes that are not feasible,,159
"Mahadevan, R; Edwards, JS; Doyle, FJ",Dynamic Flux Balance Analysis Of Diauxic Growth In Escherichia Coli,Biophysical Journal,2002,12202358,Flux Phenotype,,Basic Science,Legacy data,Escherichia coli,"University of Delaware, Newark, Delaware",,"Dynamic optimization baseed dFBA, better fit to experiments than original Varma paper; instantaneous objective function is better than fixed",176445800007,143
"Covert, MW; Palsson, BO",Transcriptional Regulation In Constraints-Based Metabolic Models Of Escherichia Coli,Journal Of Biological Chemistry,2002,12006566,"Flux Phenotype, Essentiality (Global), TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",,Scale up of rFBA to central E. coli metabolism,177774500008,134
"Price, ND; Papin, JA; Palsson, BO",Determination Of Redundancy And Systems Properties Of The Metabolic Network Of Helicobacter Pylori Using Genome-Scale Extreme Pathway Analysis,Genome Research,2002,11997342,"Flux Phenotype, Systemscale Property, Pathway Analaysis",,Basic Science,,Helicobacter pylori,"University of California San Diego, La Jolla, California",,"Capabilities, pathway redundancy of H pylori based on ExPas",,68
"Van Dien, SJ; Lidstrom, ME","Stoichiometric Model For Evaluating The Metabolic Capabilities Of The Facultative Methylotroph Methylobacterium Extorquens Am1, With Application To Reconstruction Of C-3 And C-4 Metabolism",Biotechnology And Bioengineering,2002,11920446,"Flux Phenotype, KO (Targeted), Systemscale Property, Pathway Analaysis",,"Met Eng, Basic Science","Legacy data, Prospective experimental validation",Methylobacterium extorquens,"University of Washington, Seattle, Washington",,"Evaluated metabolic capabilities under different C3 and C4 sources; cell limited by pyridine nucleotide availability during methylotrophic growth, but energy limited otherwise; redundant and essential genes were identified and experimentally verified",,67
"Carlson, R; Fell, D; Srienc, F",Metabolic Pathway Analysis Of A Recombinant Yeast For Rational Strain Development,Biotechnology And Bioengineering,2002,12115428,"Flux Phenotype, ExpDes, Pathway Analaysis",,Met Eng,,Saccharomyces cerevisiae,"University of Minnesota, St. Paul, Minnesota",,Use EFMs to determine PHB production potential; computationally add enzymes to see how that effects optimal yield,175441400007,61
"Edwards, JS; Ramakrishna, R; Palsson, BO",Characterizing The Metabolic Phenotype: A Phenotype Phase Plane Analysis,Biotechnology And Bioengineering,2002,11745171,Flux Phenotype,,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,Formal PhPP paper,,55
"Weber, J; Hoffmann, F; Rinas, U",Metabolic Adaptation Of Escherichia Coli During Temperature-Induced Recombinant Protein Production: 2. Redirection Of Metabolic Fluxes,Biotechnology And Bioengineering,2002,12226865,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"GBF German Research Center for Biotechnology, Braunschweig, Germany",,Determined that there is an increased non-growth associety energy demand under stressful conditions (temperature induced recombinant protein production). Intracellular carbon fluxes redirected to catabolic pathways,,27
"Zhao, YP; Lin, YH",Flux Distribution And Partitioning In Corynebacterium Glutamicum Grown At Different Specific Growth Rates,Process Biochemistry,2002,,Flux Phenotype,Fluxomics,Basic Science,,Corynebacterium glutamicum,"University of Saskatchewan, Saskatoon, Saskatchewan, Canada",,Determined intracellular flux partitioning at key branch nodes at different growth rates with uptake data,178408000011,4
"Forster, J; Famili, I; Fu, P; Palsson, BO; Nielsen, J",Genome-Scale Reconstruction Of The Saccharomyces Cerevisiae Metabolic Network,Genome Research,2003,12566402,Flux Phenotype,,Basic Science,,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,"First yeast model, biosynthesis capabilties of precursor metabolites vs Ecoli",173825900015,416
"Reed, JL; Vo, TD; Schilling, CH; Palsson, BO",An Expanded Genome-Scale Model Of Escherichia Coli K-12 (Ijr904 Gsm/Gpr),Genome Biology,2003,12952533,"Flux Phenotype, Biological Discovery",,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,"iJR904, added GPRs, flux comparison to iJE660a, proton balancing is done, putative annotation of 55 ORFs",,354
"Burgard, AP; Pharkya, P; Maranas, CD",Optknock: A Bilevel Programming Framework For Identifying Gene Knockout Strategies For Microbial Strain Optimization,Biotechnology And Bioengineering,2003,14595777,"KO (Targeted), ExpDes",,Met Eng,Legacy data,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",x,"Original OptKnock paper, results shown for succinate, lactate, and PDO; compared to mutant strains in literature",,258
"Mahadevan, R; Schilling, CH",The Effects Of Alternate Optimal Solutions In Constraint-Based Genome-Scale Metabolic Models,Metabolic Engineering,2003,14642354,Flux Phenotype,,Basic Science,,Escherichia coli,"Genomatica, San Diego, California",,"Original FVA paper, show that MOMA QP is highly dependent on alternate optimal solution started at",186384600004,204
"Famili, I; Forster, J; Nielson, J; Palsson, BO",Saccharomyces Cerevisiae Phenotypes Can Be Predicted By Using Constraint-Based Analysis Of A Genome-Scale Reconstructed Metabolic Network,Proceedings Of The National Academy Of Sciences Of The United States Of America,2003,14578455,"Flux Phenotype, Essentiality (Global)",,Basic Science,Legacy data,Saccharomyces cerevisiae,"University of California San Diego, La Jolla, California",x,Computed PO ratio for yeast which was unknown why such a low yield; growth and by product secretion profiles; gene Kos,188513900005,174
"Pharkya, P; Burgard, AP; Maranas, CD",Exploring The Overproduction Of Amino Acids Using The Bilevel Optimization Framework Optknock,Biotechnology And Bioengineering,2003,14708128,"KO (Targeted), ExpDes",,Met Eng,,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",,Modified OptKnock for overproduction of varying amino acids,,128
"Burgard, AP; Maranas, CD",Optimization-Based Framework For Inferring And Testing Hypothesized Metabolic Objective Functions,Biotechnology And Bioengineering,2003,12673766,Objective Function,,Basic Science,,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",x,Framework to identify OF based on flux data; show that two quite different flux distributions have very similar drivers in the OF,187634500017,84
"Forster, Jochen; Famili, Iman; Palsson, Bernhard O.; Nielsen, Jens",Large-Scale Evaluation Of In Silico Gene Deletions In Saccharomyces Cerevisiae.,Omics-A Journal Of Integrative Biology,2003,14506848,"Essentiality (Global), Biological Discovery",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,"KO study of yeast, 87.8% correct; false predictions were classified and experiments were suggested",183051700005,84
"Fong, SS; Marciniak, JY; Palsson, BO",Description And Interpretation Of Adaptive Evolution Of Escherichia Coli K-12 Mg1655 By Using A Genome-Scale In Silico Metabolic Model,Journal Of Bacteriology,2003,14563875,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",,"Adaptive evolution of multiple carbon sources; leads to max growth rate, not highest yield; FBA predicts optimal phenotype; growth on 1 substrate could be harmful for other substrates",,56
"David, H; Akesson, M; Nielsen, J",Reconstruction Of The Central Carbon Metabolism Of Aspergillus Niger,European Journal Of Biochemistry,2003,14622289,"Flux Phenotype, Essentiality (Global), ExpDes",,"Met Eng, Basic Science",Legacy data,Aspergillus niger,"Technical University of Denmark, Lyngby, Denmark",,"Reconstruction, general characterization, P/O ratios, KO study, succinate production",,46
"Price, ND; Reed, JL; Papin, JA; Wiback, SJ; Palsson, BO",Network-Based Analysis Of Metabolic Regulation In The Human Red Blood Cell,Journal Of Theoretical Biology,2003,14575652,"Systemscale Property, Pathway Analaysis",,Basic Science,,Human [rbc],"University of California San Diego, La Jolla, California",,Calculate eigenpathways from SVD of ExPas; find first 5 dimensions describe all relevant physiological states; identify key splits that are actually regulated,186300200002,36
"Poolman, MG; Fell, DA; Raines, CA",Elementary Modes Analysis Of Photosynthate Metabolism In The Chloroplast Stroma,European Journal Of Biochemistry,2003,12542693,Pathway Analaysis,,Basic Science,,Toy model (chloroplast),"University of Essex, Colchester, UK",,Use EFMs to find pathways for chloroplast metabolism in light/dark/dark with s17bp; Calvin cycle and oxidative PPP are not separate systems and are complementary and overlapping,,35
"Allen, TE; Palsson, BO",Sequence-Based Analysis Of Metabolic Demands For Protein Synthesis In Prokaryotes,Journal Of Theoretical Biology,2003,12453446,"Flux Phenotype, Other Phenotype",,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,Create initial tr/tr machinery and calculated energy expenditures,,22
"Famili, I; Palsson, BO",Systemic Metabolic Reactions Are Obtained By Singular Value Decomposition Of Genome-Scale Stoichiometric Matrices,Journal Of Theoretical Biology,2003,12900206,Systemscale Property,,Basic Science,,"Multiple (Escherichia coli, Haemophilus influenzae, Helicobacter pylori)","University of California San Diego, La Jolla, California",,"Eigen reactions based on SVD, show dominant modes of ATP to ADP, redox metabolism, proton-motive force, inorganic phosphate metabolism",,17
"Hong, SH; Park, SJ; Moon, SY; Park, JP; Lee, SY",In Silico Prediction And Validation Of The Importance Of The Entner-Doudoroff Pathway In Poly(3-Hydroxybutyrate) Production By Metabolically Engineered Escherichia Coli,Biotechnology And Bioengineering,2003,12889025,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",x,Saw flux correlation of P3HB with ED pathway; experimentally verified by plasmid insertion and co-expression of eda gene,,17
"Covert, MW; Knight, EM; Reed, JL; Herrgard, MJ; Palsson, BO",Integrating High-Throughput And Computational Data Elucidates Bacterial Networks,Nature,2004,15129285,"Essentiality (Global), TRN/PPI/ Genetic Int, Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",x,"Build genome-scale metabolic and TRN in E. coli, can predict transcription and KO, utilize for biological discovery",184823800011,352
